"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-11-15
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-15
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-17
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-12-27
"Deuter",0.0305,0.0634,0.0686,0.0933,0.2042,0.2282,0.3916,0.2633,0.1622,0.0914,2023-01-16
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-01-16
"Nördlicher_Deuterweg_1",0.018,0.0501,0.0445,0.1059,0.2376,0.303,0.2772,0.3309,0.1676,0.0861,2023-01-16
"Nördlicher_Deuterweg_2",0.0226,0.0578,0.0436,0.1154,0.2858,0.3222,0.3384,0.3629,0.1881,0.0987,2023-01-16
"Nördlicher_Deuterweg_3",0.0284,0.0615,0.0483,0.1161,0.265,0.3002,0.3141,0.3328,0.1744,0.0911,2023-01-16
"Nördlicher_Deuterweg_4",0.0219,0.0594,0.051,0.1141,0.2547,0.2901,0.3205,0.3362,0.1932,0.1051,2023-01-16
"Nördlicher_Deuterweg_5",0.0184,0.049,0.0391,0.0967,0.2389,0.2696,0.2916,0.3122,0.1789,0.0962,2023-01-16
"Nördlicher_Deuterweg_6",0.0164,0.0443,0.0381,0.089,0.2036,0.2307,0.2299,0.2649,0.1596,0.0885,2023-01-16
"Obernschreez_68_Nord",0.0258,0.0575,0.041,0.1033,0.2567,0.2961,0.3212,0.3339,0.1722,0.089,2023-01-16
"Obernschreez_68_Süd",0.0241,0.052,0.0348,0.0977,0.2602,0.3118,0.3487,0.3301,0.1542,0.0821,2023-01-16
