"plot_names","B2","B3","B4","B5","B6","B7","B8","B8A","B11","B12","dat"
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-13
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-23
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Obernschreez_68_Nord",0.0349,0.0598,0.0713,0.1421,0.2719,0.3085,0.3457,0.3467,0.2222,0.1215,2022-02-25
"Obernschreez_68_Süd",0.0151,0.0352,0.0294,0.1167,0.2514,0.2853,0.3214,0.3285,0.1526,0.0695,2022-02-25
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Obernschreez_734",0.0303,0.0579,0.0611,0.1398,0.2477,0.2794,0.3183,0.3273,0.152,0.0678,2022-02-25
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"68-2",0.0178,0.0447,0.0395,0.1194,0.286,0.3313,0.3608,0.3767,0.1594,0.0698,2022-02-25
"68-1",0.0115,0.0382,0.0278,0.1124,0.275,0.3187,0.3369,0.3584,0.1469,0.0645,2022-02-25
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"734-1",0.0403,0.0656,0.081,0.1421,0.2523,0.2854,0.3186,0.3264,0.193,0.0937,2022-02-25
"557-1",0.0144,0.0572,0.054,0.1462,0.3294,0.3804,0.4051,0.4358,0.2486,0.1298,2022-02-25
"557-2",0,0.0264,0.0143,0.0956,0.2619,0.311,0.3473,0.3464,0.1679,0.0817,2022-02-25
"219-2",0.0092,0.0283,0.0203,0.0905,0.2175,0.2461,0.2529,0.2867,0.1413,0.0634,2022-02-25
"219-1",0.0164,0.0373,0.0322,0.1073,0.2372,0.2603,0.2925,0.3086,0.1568,0.0734,2022-02-25
"48-2",0.0026,0.0039,0,0.0264,0.0734,0.1007,0.0667,0.1333,0.0399,0.0217,2022-02-25
"48-1",0.0071,0.0045,0,0.0135,0.0462,0.0507,0.0948,0.0513,0.019,0.0049,2022-02-25
"130",0.0681,0.1035,0.1284,0.206,0.3187,0.3625,0.389,0.4179,0.3045,0.1692,2022-02-25
"88-2",0.0414,0.0561,0.0669,0.1399,0.2504,0.274,0.3067,0.3273,0.1435,0.0665,2022-02-25
"88-1",0.0469,0.0702,0.0818,0.1448,0.2563,0.2938,0.3157,0.3315,0.1692,0.0851,2022-02-25
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-25
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"303-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"303-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"23-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"23-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"23-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"456-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"456-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"359-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"359-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"359-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"705-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"705-3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"705-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Rb_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Fe_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Fe_4_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Fe_1_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Fe_2_alternative",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"RB1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"RB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"RB1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"RB2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE1_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE2_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE3_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"FE4_A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-27
"Deuter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Gubitzmoos_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Gubitzmoos_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Nördlicher_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Obernschreez_68_Nord",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Obernschreez_68_Süd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Obernschreez_726_Ost",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Obernschreez_726_West",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Obernschreez_734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Schobertsberg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Schobertsberg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Schobertsberg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Schobertsberg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Schobertsberg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Bauhof_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Bauhof_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Bauhof_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Bauhof_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"Südlich_Deuterweg_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"68-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"68-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"726-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"726-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"734-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"557-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"557-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"219-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"219-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"48-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"48-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"88-2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
"88-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022-02-28
